Sum of transaction_id,transaction_time,transaction_qty,Sum of unit_price,Sum of Total_bill,Year,Month,Day,Sum of product_id,store_location,Sum of store_id,Size,product_type,product_detail,product_category,Month Name,Sum of Month,Sum of Hour,Sum of Day of Week,Day Name
1820,1899-12-30 12:00:11,1,3,3,2023,January,4,77,Lower Manhattan,5,Not Defined,Scone,Oatmeal Scone,Bakery,January,1,12,3,Wednesday
1821,1899-12-30 12:00:58,2,2,5,2023,January,4,34,Astoria,3,Small,Premium brewed coffee,Jamaican Coffee River,Coffee,January,1,12,3,Wednesday
1822,1899-12-30 12:01:42,2,4,8,2023,January,4,55,Astoria,3,Large,Brewed Chai tea,Morning Sunrise Chai,Tea,January,1,12,3,Wednesday
1823,1899-12-30 12:02:09,2,4,8,2023,January,4,55,Astoria,3,Large,Brewed Chai tea,Morning Sunrise Chai,Tea,January,1,12,3,Wednesday
1824,1899-12-30 12:02:52,2,3,6,2023,January,4,45,Lower Manhattan,5,Large,Brewed herbal tea,Peppermint,Tea,January,1,12,3,Wednesday
1825,1899-12-30 12:04:48,1,2,2,2023,January,4,46,Hell's Kitchen,8,Regular,Brewed Green tea,Serenity Green Tea,Tea,January,1,12,3,Wednesday
1826,1899-12-30 12:04:58,1,2,2,2023,January,4,28,Lower Manhattan,5,Small,Gourmet brewed coffee,Columbian Medium Roast,Coffee,January,1,12,3,Wednesday
1827,1899-12-30 12:05:50,2,3,6,2023,January,4,87,Hell's Kitchen,8,Not Defined,Barista Espresso,Ouro Brasileiro shot,Coffee,January,1,12,3,Wednesday
1828,1899-12-30 12:05:53,2,3,5,2023,January,4,56,Astoria,3,Regular,Brewed Chai tea,Spicy Eye Opener Chai,Tea,January,1,12,3,Wednesday
1829,1899-12-30 12:07:44,2,3,6,2023,January,4,30,Astoria,3,Large,Gourmet brewed coffee,Columbian Medium Roast,Coffee,January,1,12,3,Wednesday
1830,1899-12-30 12:07:51,2,3,6,2023,January,4,35,Astoria,3,Regular,Premium brewed coffee,Jamaican Coffee River,Coffee,January,1,12,3,Wednesday
1831,1899-12-30 12:07:51,1,4,4,2023,January,4,73,Astoria,3,Not Defined,Pastry,Almond Croissant,Bakery,January,1,12,3,Wednesday
1832,1899-12-30 12:07:52,1,3,3,2023,January,4,37,Astoria,3,Not Defined,Barista Espresso,Espresso shot,Coffee,January,1,12,3,Wednesday
1833,1899-12-30 12:07:52,1,4,4,2023,January,4,76,Astoria,3,Not Defined,Biscotti,Chocolate Chip Biscotti,Bakery,January,1,12,3,Wednesday
1834,1899-12-30 12:09:31,2,3,6,2023,January,4,26,Hell's Kitchen,8,Regular,Organic brewed coffee,Brazilian,Coffee,January,1,12,3,Wednesday
1835,1899-12-30 12:10:02,2,3,6,2023,January,4,45,Lower Manhattan,5,Large,Brewed herbal tea,Peppermint,Tea,January,1,12,3,Wednesday
1836,1899-12-30 12:11:39,1,4,4,2023,January,4,27,Lower Manhattan,5,Large,Organic brewed coffee,Brazilian,Coffee,January,1,12,3,Wednesday
1837,1899-12-30 12:11:39,1,4,4,2023,January,4,71,Lower Manhattan,5,Not Defined,Pastry,Chocolate Croissant,Bakery,January,1,12,3,Wednesday
1838,1899-12-30 12:12:00,1,4,4,2023,January,4,36,Astoria,3,Large,Premium brewed coffee,Jamaican Coffee River,Coffee,January,1,12,3,Wednesday
1839,1899-12-30 12:14:53,1,3,3,2023,January,4,45,Lower Manhattan,5,Large,Brewed herbal tea,Peppermint,Tea,January,1,12,3,Wednesday
1840,1899-12-30 12:15:32,1,4,4,2023,January,4,40,Hell's Kitchen,8,Not Defined,Barista Espresso,Cappuccino,Coffee,January,1,12,3,Wednesday
1841,1899-12-30 12:16:10,2,2,5,2023,January,4,50,Lower Manhattan,5,Regular,Brewed Black tea,Earl Grey,Tea,January,1,12,3,Wednesday
1842,1899-12-30 12:16:32,2,4,7,2023,January,4,58,Astoria,3,Regular,Hot chocolate,Dark chocolate,Drinking Chocolate,January,1,12,3,Wednesday
1843,1899-12-30 12:17:21,2,2,5,2023,January,4,52,Lower Manhattan,5,Regular,Brewed Chai tea,Traditional Blend Chai,Tea,January,1,12,3,Wednesday
1844,1899-12-30 12:17:51,1,3,3,2023,January,4,24,Astoria,3,Large,Drip coffee,Our Old Time Diner Blend,Coffee,January,1,12,3,Wednesday
1845,1899-12-30 12:18:15,1,2,2,2023,January,4,46,Astoria,3,Regular,Brewed Green tea,Serenity Green Tea,Tea,January,1,12,3,Wednesday
1846,1899-12-30 12:20:07,1,2,2,2023,January,4,31,Astoria,3,Small,Gourmet brewed coffee,Ethiopia,Coffee,January,1,12,3,Wednesday
1847,1899-12-30 12:20:52,1,4,4,2023,January,4,59,Astoria,3,Large,Hot chocolate,Dark chocolate,Drinking Chocolate,January,1,12,3,Wednesday
1848,1899-12-30 12:20:52,1,4,4,2023,January,4,71,Astoria,3,Not Defined,Pastry,Chocolate Croissant,Bakery,January,1,12,3,Wednesday
1849,1899-12-30 12:23:16,1,2,2,2023,January,4,48,Hell's Kitchen,8,Regular,Brewed Black tea,English Breakfast,Tea,January,1,12,3,Wednesday
1850,1899-12-30 12:23:21,2,2,5,2023,January,4,34,Astoria,3,Small,Premium brewed coffee,Jamaican Coffee River,Coffee,January,1,12,3,Wednesday
1851,1899-12-30 12:23:34,2,4,8,2023,January,4,40,Lower Manhattan,5,Not Defined,Barista Espresso,Cappuccino,Coffee,January,1,12,3,Wednesday
1852,1899-12-30 12:28:36,2,4,9,2023,January,4,59,Astoria,3,Large,Hot chocolate,Dark chocolate,Drinking Chocolate,January,1,12,3,Wednesday
1853,1899-12-30 12:28:49,2,4,8,2023,January,4,38,Astoria,3,Not Defined,Barista Espresso,Latte,Coffee,January,1,12,3,Wednesday
1854,1899-12-30 12:29:24,2,3,6,2023,January,4,26,Astoria,3,Regular,Organic brewed coffee,Brazilian,Coffee,January,1,12,3,Wednesday
1855,1899-12-30 12:30:36,1,2,2,2023,January,4,52,Astoria,3,Regular,Brewed Chai tea,Traditional Blend Chai,Tea,January,1,12,3,Wednesday
1856,1899-12-30 12:30:36,1,3,3,2023,January,4,69,Astoria,3,Not Defined,Biscotti,Hazelnut Biscotti,Bakery,January,1,12,3,Wednesday
1857,1899-12-30 12:31:19,2,2,5,2023,January,4,23,Astoria,3,Regular,Drip coffee,Our Old Time Diner Blend,Coffee,January,1,12,3,Wednesday
1858,1899-12-30 12:34:06,2,3,6,2023,January,4,37,Hell's Kitchen,8,Not Defined,Barista Espresso,Espresso shot,Coffee,January,1,12,3,Wednesday
1859,1899-12-30 12:34:32,2,2,5,2023,January,4,44,Hell's Kitchen,8,Regular,Brewed herbal tea,Peppermint,Tea,January,1,12,3,Wednesday
1860,1899-12-30 12:35:16,1,4,4,2023,January,4,60,Hell's Kitchen,8,Regular,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,January,1,12,3,Wednesday
1861,1899-12-30 12:36:02,1,2,2,2023,January,4,28,Astoria,3,Small,Gourmet brewed coffee,Columbian Medium Roast,Coffee,January,1,12,3,Wednesday
1862,1899-12-30 12:42:56,2,2,5,2023,January,4,29,Hell's Kitchen,8,Regular,Gourmet brewed coffee,Columbian Medium Roast,Coffee,January,1,12,3,Wednesday
1863,1899-12-30 12:44:08,2,3,6,2023,January,4,30,Lower Manhattan,5,Large,Gourmet brewed coffee,Columbian Medium Roast,Coffee,January,1,12,3,Wednesday
1864,1899-12-30 12:45:57,2,2,5,2023,January,4,34,Lower Manhattan,5,Small,Premium brewed coffee,Jamaican Coffee River,Coffee,January,1,12,3,Wednesday
1865,1899-12-30 12:49:10,1,3,3,2023,January,4,32,Hell's Kitchen,8,Regular,Gourmet brewed coffee,Ethiopia,Coffee,January,1,12,3,Wednesday
1866,1899-12-30 12:50:19,2,2,5,2023,January,4,34,Lower Manhattan,5,Small,Premium brewed coffee,Jamaican Coffee River,Coffee,January,1,12,3,Wednesday
1867,1899-12-30 12:50:56,1,3,3,2023,January,4,24,Hell's Kitchen,8,Large,Drip coffee,Our Old Time Diner Blend,Coffee,January,1,12,3,Wednesday
1868,1899-12-30 12:51:54,2,2,5,2023,January,4,29,Astoria,3,Regular,Gourmet brewed coffee,Columbian Medium Roast,Coffee,January,1,12,3,Wednesday
1869,1899-12-30 12:54:13,1,3,3,2023,January,4,47,Hell's Kitchen,8,Large,Brewed Green tea,Serenity Green Tea,Tea,January,1,12,3,Wednesday
1870,1899-12-30 12:54:13,1,3,3,2023,January,4,70,Hell's Kitchen,8,Not Defined,Scone,Cranberry Scone,Bakery,January,1,12,3,Wednesday
1871,1899-12-30 12:54:41,1,3,3,2023,January,4,26,Hell's Kitchen,8,Regular,Organic brewed coffee,Brazilian,Coffee,January,1,12,3,Wednesday
1872,1899-12-30 12:54:41,1,4,4,2023,January,4,78,Hell's Kitchen,8,Not Defined,Scone,Scottish Cream Scone,Bakery,January,1,12,3,Wednesday
1873,1899-12-30 12:57:48,2,3,6,2023,January,4,30,Astoria,3,Large,Gourmet brewed coffee,Columbian Medium Roast,Coffee,January,1,12,3,Wednesday
1874,1899-12-30 12:57:48,1,4,4,2023,January,4,71,Astoria,3,Not Defined,Pastry,Chocolate Croissant,Bakery,January,1,12,3,Wednesday
1875,1899-12-30 12:58:36,1,2,2,2023,January,4,29,Astoria,3,Regular,Gourmet brewed coffee,Columbian Medium Roast,Coffee,January,1,12,3,Wednesday
1876,1899-12-30 12:59:15,1,4,4,2023,January,4,39,Astoria,3,Regular,Barista Espresso,Latte,Coffee,January,1,12,3,Wednesday
1877,1899-12-30 12:59:15,1,3,3,2023,January,4,69,Astoria,3,Not Defined,Biscotti,Hazelnut Biscotti,Bakery,January,1,12,3,Wednesday
1878,1899-12-30 12:59:29,1,4,4,2023,January,4,38,Astoria,3,Not Defined,Barista Espresso,Latte,Coffee,January,1,12,3,Wednesday
1879,1899-12-30 13:00:20,1,3,3,2023,January,4,53,Lower Manhattan,5,Large,Brewed Chai tea,Traditional Blend Chai,Tea,January,1,13,3,Wednesday
1880,1899-12-30 13:03:55,1,4,4,2023,January,4,59,Hell's Kitchen,8,Large,Hot chocolate,Dark chocolate,Drinking Chocolate,January,1,13,3,Wednesday
1881,1899-12-30 13:07:28,2,2,4,2023,January,4,25,Hell's Kitchen,8,Small,Organic brewed coffee,Brazilian,Coffee,January,1,13,3,Wednesday
1882,1899-12-30 13:08:33,1,4,4,2023,January,4,38,Hell's Kitchen,8,Not Defined,Barista Espresso,Latte,Coffee,January,1,13,3,Wednesday
1883,1899-12-30 13:09:08,2,4,8,2023,January,4,60,Astoria,3,Regular,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,January,1,13,3,Wednesday
1884,1899-12-30 13:12:37,1,3,3,2023,January,4,45,Astoria,3,Large,Brewed herbal tea,Peppermint,Tea,January,1,13,3,Wednesday
1885,1899-12-30 13:13:40,1,4,4,2023,January,4,58,Astoria,3,Regular,Hot chocolate,Dark chocolate,Drinking Chocolate,January,1,13,3,Wednesday
1886,1899-12-30 13:14:55,1,4,4,2023,January,4,39,Astoria,3,Regular,Barista Espresso,Latte,Coffee,January,1,13,3,Wednesday
1887,1899-12-30 13:15:30,2,2,5,2023,January,4,23,Lower Manhattan,5,Regular,Drip coffee,Our Old Time Diner Blend,Coffee,January,1,13,3,Wednesday
1888,1899-12-30 13:15:45,1,2,2,2023,January,4,50,Astoria,3,Regular,Brewed Black tea,Earl Grey,Tea,January,1,13,3,Wednesday
1889,1899-12-30 13:17:22,1,2,2,2023,January,4,31,Astoria,3,Small,Gourmet brewed coffee,Ethiopia,Coffee,January,1,13,3,Wednesday
1890,1899-12-30 13:17:25,2,2,5,2023,January,4,34,Astoria,3,Small,Premium brewed coffee,Jamaican Coffee River,Coffee,January,1,13,3,Wednesday
1891,1899-12-30 13:17:56,2,2,5,2023,January,4,48,Astoria,3,Regular,Brewed Black tea,English Breakfast,Tea,January,1,13,3,Wednesday
1892,1899-12-30 13:19:45,2,3,6,2023,January,4,57,Lower Manhattan,5,Large,Brewed Chai tea,Spicy Eye Opener Chai,Tea,January,1,13,3,Wednesday
1893,1899-12-30 13:19:45,1,4,4,2023,January,4,73,Lower Manhattan,5,Not Defined,Pastry,Almond Croissant,Bakery,January,1,13,3,Wednesday
1894,1899-12-30 13:20:51,2,2,5,2023,January,4,23,Astoria,3,Regular,Drip coffee,Our Old Time Diner Blend,Coffee,January,1,13,3,Wednesday
1895,1899-12-30 13:26:45,2,2,5,2023,January,4,54,Astoria,3,Regular,Brewed Chai tea,Morning Sunrise Chai,Tea,January,1,13,3,Wednesday
1896,1899-12-30 13:27:17,1,2,2,2023,January,4,34,Hell's Kitchen,8,Small,Premium brewed coffee,Jamaican Coffee River,Coffee,January,1,13,3,Wednesday
1897,1899-12-30 13:28:24,1,3,3,2023,January,4,45,Lower Manhattan,5,Large,Brewed herbal tea,Peppermint,Tea,January,1,13,3,Wednesday
1898,1899-12-30 13:30:02,2,3,6,2023,January,4,24,Astoria,3,Large,Drip coffee,Our Old Time Diner Blend,Coffee,January,1,13,3,Wednesday
1899,1899-12-30 13:31:23,1,4,4,2023,January,4,38,Astoria,3,Not Defined,Barista Espresso,Latte,Coffee,January,1,13,3,Wednesday
1900,1899-12-30 13:32:03,1,3,3,2023,January,4,57,Astoria,3,Large,Brewed Chai tea,Spicy Eye Opener Chai,Tea,January,1,13,3,Wednesday
1901,1899-12-30 13:39:22,1,4,4,2023,January,4,60,Astoria,3,Regular,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,January,1,13,3,Wednesday
1902,1899-12-30 13:41:31,2,3,6,2023,January,4,35,Hell's Kitchen,8,Regular,Premium brewed coffee,Jamaican Coffee River,Coffee,January,1,13,3,Wednesday
1903,1899-12-30 13:42:03,2,3,5,2023,January,4,56,Hell's Kitchen,8,Regular,Brewed Chai tea,Spicy Eye Opener Chai,Tea,January,1,13,3,Wednesday
1904,1899-12-30 13:42:22,2,3,6,2023,January,4,45,Hell's Kitchen,8,Large,Brewed herbal tea,Peppermint,Tea,January,1,13,3,Wednesday
1905,1899-12-30 13:44:07,2,2,5,2023,January,4,42,Hell's Kitchen,8,Regular,Brewed herbal tea,Lemon Grass,Tea,January,1,13,3,Wednesday
1906,1899-12-30 13:44:07,1,4,4,2023,January,4,76,Hell's Kitchen,8,Not Defined,Biscotti,Chocolate Chip Biscotti,Bakery,January,1,13,3,Wednesday
1907,1899-12-30 13:44:15,2,2,4,2023,January,4,31,Lower Manhattan,5,Small,Gourmet brewed coffee,Ethiopia,Coffee,January,1,13,3,Wednesday
1908,1899-12-30 13:48:50,2,3,6,2023,January,4,53,Astoria,3,Large,Brewed Chai tea,Traditional Blend Chai,Tea,January,1,13,3,Wednesday
1909,1899-12-30 13:49:07,2,3,6,2023,January,4,57,Lower Manhattan,5,Large,Brewed Chai tea,Spicy Eye Opener Chai,Tea,January,1,13,3,Wednesday
1910,1899-12-30 13:49:07,1,4,4,2023,January,4,76,Lower Manhattan,5,Not Defined,Biscotti,Chocolate Chip Biscotti,Bakery,January,1,13,3,Wednesday
1911,1899-12-30 13:50:04,2,3,6,2023,January,4,43,Astoria,3,Large,Brewed herbal tea,Lemon Grass,Tea,January,1,13,3,Wednesday
1912,1899-12-30 13:51:18,1,2,2,2023,January,4,44,Astoria,3,Regular,Brewed herbal tea,Peppermint,Tea,January,1,13,3,Wednesday
1913,1899-12-30 13:51:44,2,2,4,2023,January,4,28,Astoria,3,Small,Gourmet brewed coffee,Columbian Medium Roast,Coffee,January,1,13,3,Wednesday
1914,1899-12-30 13:51:59,1,4,4,2023,January,4,33,Hell's Kitchen,8,Large,Gourmet brewed coffee,Ethiopia,Coffee,January,1,13,3,Wednesday
1915,1899-12-30 13:56:40,2,2,5,2023,January,4,54,Lower Manhattan,5,Regular,Brewed Chai tea,Morning Sunrise Chai,Tea,January,1,13,3,Wednesday
1916,1899-12-30 13:57:11,1,2,2,2023,January,4,22,Astoria,3,Small,Drip coffee,Our Old Time Diner Blend,Coffee,January,1,13,3,Wednesday
1917,1899-12-30 13:57:11,1,4,4,2023,January,4,73,Astoria,3,Not Defined,Pastry,Almond Croissant,Bakery,January,1,13,3,Wednesday
1918,1899-12-30 13:57:40,1,3,3,2023,January,4,45,Astoria,3,Large,Brewed herbal tea,Peppermint,Tea,January,1,13,3,Wednesday
1919,1899-12-30 13:58:49,2,3,6,2023,January,4,45,Astoria,3,Large,Brewed herbal tea,Peppermint,Tea,January,1,13,3,Wednesday
1920,1899-12-30 13:58:53,2,4,8,2023,January,4,41,Astoria,3,Large,Barista Espresso,Cappuccino,Coffee,January,1,13,3,Wednesday
1921,1899-12-30 13:59:57,1,3,3,2023,January,4,53,Astoria,3,Large,Brewed Chai tea,Traditional Blend Chai,Tea,January,1,13,3,Wednesday
1922,1899-12-30 14:02:55,1,3,3,2023,January,4,57,Hell's Kitchen,8,Large,Brewed Chai tea,Spicy Eye Opener Chai,Tea,January,1,14,3,Wednesday
1923,1899-12-30 14:03:19,2,2,5,2023,January,4,46,Astoria,3,Regular,Brewed Green tea,Serenity Green Tea,Tea,January,1,14,3,Wednesday
1924,1899-12-30 14:03:56,1,2,2,2023,January,4,34,Lower Manhattan,5,Small,Premium brewed coffee,Jamaican Coffee River,Coffee,January,1,14,3,Wednesday
1925,1899-12-30 14:04:09,2,4,8,2023,January,4,40,Lower Manhattan,5,Not Defined,Barista Espresso,Cappuccino,Coffee,January,1,14,3,Wednesday
1926,1899-12-30 14:04:09,1,3,3,2023,January,4,77,Lower Manhattan,5,Not Defined,Scone,Oatmeal Scone,Bakery,January,1,14,3,Wednesday
1927,1899-12-30 14:05:55,1,4,4,2023,January,4,41,Lower Manhattan,5,Large,Barista Espresso,Cappuccino,Coffee,January,1,14,3,Wednesday
1928,1899-12-30 14:07:09,2,2,5,2023,January,4,42,Lower Manhattan,5,Regular,Brewed herbal tea,Lemon Grass,Tea,January,1,14,3,Wednesday
1929,1899-12-30 14:07:36,2,3,6,2023,January,4,49,Astoria,3,Large,Brewed Black tea,English Breakfast,Tea,January,1,14,3,Wednesday
1930,1899-12-30 14:08:52,2,4,7,2023,January,4,27,Astoria,3,Large,Organic brewed coffee,Brazilian,Coffee,January,1,14,3,Wednesday
1931,1899-12-30 14:12:24,2,3,6,2023,January,4,49,Astoria,3,Large,Brewed Black tea,English Breakfast,Tea,January,1,14,3,Wednesday
1932,1899-12-30 14:13:50,1,4,4,2023,January,4,39,Hell's Kitchen,8,Regular,Barista Espresso,Latte,Coffee,January,1,14,3,Wednesday
1933,1899-12-30 14:15:31,2,3,6,2023,January,4,45,Lower Manhattan,5,Large,Brewed herbal tea,Peppermint,Tea,January,1,14,3,Wednesday
1934,1899-12-30 14:15:47,2,2,5,2023,January,4,44,Hell's Kitchen,8,Regular,Brewed herbal tea,Peppermint,Tea,January,1,14,3,Wednesday
1935,1899-12-30 14:16:49,2,3,6,2023,January,4,37,Lower Manhattan,5,Not Defined,Barista Espresso,Espresso shot,Coffee,January,1,14,3,Wednesday
1936,1899-12-30 14:17:15,2,2,5,2023,January,4,50,Hell's Kitchen,8,Regular,Brewed Black tea,Earl Grey,Tea,January,1,14,3,Wednesday
1937,1899-12-30 14:17:50,2,3,6,2023,January,4,30,Astoria,3,Large,Gourmet brewed coffee,Columbian Medium Roast,Coffee,January,1,14,3,Wednesday
1938,1899-12-30 14:19:06,2,4,9,2023,January,4,59,Lower Manhattan,5,Large,Hot chocolate,Dark chocolate,Drinking Chocolate,January,1,14,3,Wednesday
1939,1899-12-30 14:19:06,1,4,4,2023,January,4,71,Lower Manhattan,5,Not Defined,Pastry,Chocolate Croissant,Bakery,January,1,14,3,Wednesday
1940,1899-12-30 14:19:28,1,3,3,2023,January,4,45,Lower Manhattan,5,Large,Brewed herbal tea,Peppermint,Tea,January,1,14,3,Wednesday
1941,1899-12-30 14:20:56,1,2,2,2023,January,4,34,Lower Manhattan,5,Small,Premium brewed coffee,Jamaican Coffee River,Coffee,January,1,14,3,Wednesday
1942,1899-12-30 14:20:56,1,3,3,2023,January,4,77,Lower Manhattan,5,Not Defined,Scone,Oatmeal Scone,Bakery,January,1,14,3,Wednesday
1943,1899-12-30 14:21:09,1,3,3,2023,January,4,43,Astoria,3,Large,Brewed herbal tea,Lemon Grass,Tea,January,1,14,3,Wednesday
1944,1899-12-30 14:21:46,2,3,6,2023,January,4,53,Astoria,3,Large,Brewed Chai tea,Traditional Blend Chai,Tea,January,1,14,3,Wednesday
1945,1899-12-30 14:24:03,2,3,6,2023,January,4,30,Hell's Kitchen,8,Large,Gourmet brewed coffee,Columbian Medium Roast,Coffee,January,1,14,3,Wednesday
1946,1899-12-30 14:26:56,2,4,8,2023,January,4,39,Hell's Kitchen,8,Regular,Barista Espresso,Latte,Coffee,January,1,14,3,Wednesday
1947,1899-12-30 14:28:28,2,4,8,2023,January,4,36,Lower Manhattan,5,Large,Premium brewed coffee,Jamaican Coffee River,Coffee,January,1,14,3,Wednesday
1948,1899-12-30 14:28:28,1,3,3,2023,January,4,72,Lower Manhattan,5,Not Defined,Scone,Ginger Scone,Bakery,January,1,14,3,Wednesday
1949,1899-12-30 14:31:03,2,2,5,2023,January,4,46,Hell's Kitchen,8,Regular,Brewed Green tea,Serenity Green Tea,Tea,January,1,14,3,Wednesday
1950,1899-12-30 14:32:08,1,3,3,2023,January,4,49,Hell's Kitchen,8,Large,Brewed Black tea,English Breakfast,Tea,January,1,14,3,Wednesday
1951,1899-12-30 14:33:34,2,4,7,2023,January,4,27,Lower Manhattan,5,Large,Organic brewed coffee,Brazilian,Coffee,January,1,14,3,Wednesday
1952,1899-12-30 14:36:27,1,2,2,2023,January,4,23,Astoria,3,Regular,Drip coffee,Our Old Time Diner Blend,Coffee,January,1,14,3,Wednesday
1953,1899-12-30 14:37:07,1,2,2,2023,January,4,34,Lower Manhattan,5,Small,Premium brewed coffee,Jamaican Coffee River,Coffee,January,1,14,3,Wednesday
1954,1899-12-30 14:38:03,1,2,2,2023,January,4,50,Hell's Kitchen,8,Regular,Brewed Black tea,Earl Grey,Tea,January,1,14,3,Wednesday
1955,1899-12-30 14:38:16,2,4,8,2023,January,4,60,Lower Manhattan,5,Regular,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,January,1,14,3,Wednesday
1956,1899-12-30 14:39:12,2,4,7,2023,January,4,27,Astoria,3,Large,Organic brewed coffee,Brazilian,Coffee,January,1,14,3,Wednesday
1957,1899-12-30 14:41:42,1,2,2,2023,January,4,29,Astoria,3,Regular,Gourmet brewed coffee,Columbian Medium Roast,Coffee,January,1,14,3,Wednesday
1958,1899-12-30 14:42:37,1,4,4,2023,January,4,27,Lower Manhattan,5,Large,Organic brewed coffee,Brazilian,Coffee,January,1,14,3,Wednesday
1959,1899-12-30 14:42:44,2,3,6,2023,January,4,49,Lower Manhattan,5,Large,Brewed Black tea,English Breakfast,Tea,January,1,14,3,Wednesday
1960,1899-12-30 14:42:55,2,3,6,2023,January,4,87,Hell's Kitchen,8,Not Defined,Barista Espresso,Ouro Brasileiro shot,Coffee,January,1,14,3,Wednesday
1961,1899-12-30 14:43:05,2,3,6,2023,January,4,26,Hell's Kitchen,8,Regular,Organic brewed coffee,Brazilian,Coffee,January,1,14,3,Wednesday
1962,1899-12-30 14:43:52,1,2,2,2023,January,4,28,Lower Manhattan,5,Small,Gourmet brewed coffee,Columbian Medium Roast,Coffee,January,1,14,3,Wednesday
1963,1899-12-30 14:44:00,2,3,6,2023,January,4,43,Hell's Kitchen,8,Large,Brewed herbal tea,Lemon Grass,Tea,January,1,14,3,Wednesday
1964,1899-12-30 14:45:13,1,4,4,2023,January,4,60,Astoria,3,Regular,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,January,1,14,3,Wednesday
1965,1899-12-30 14:45:36,2,3,6,2023,January,4,45,Astoria,3,Large,Brewed herbal tea,Peppermint,Tea,January,1,14,3,Wednesday
1966,1899-12-30 14:46:24,2,3,6,2023,January,4,37,Hell's Kitchen,8,Not Defined,Barista Espresso,Espresso shot,Coffee,January,1,14,3,Wednesday
1967,1899-12-30 14:46:46,1,2,2,2023,January,4,29,Astoria,3,Regular,Gourmet brewed coffee,Columbian Medium Roast,Coffee,January,1,14,3,Wednesday
1968,1899-12-30 14:47:54,1,2,2,2023,January,4,22,Hell's Kitchen,8,Small,Drip coffee,Our Old Time Diner Blend,Coffee,January,1,14,3,Wednesday
1969,1899-12-30 14:48:08,1,4,4,2023,January,4,36,Astoria,3,Large,Premium brewed coffee,Jamaican Coffee River,Coffee,January,1,14,3,Wednesday
1970,1899-12-30 14:48:49,2,4,8,2023,January,4,60,Hell's Kitchen,8,Regular,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,January,1,14,3,Wednesday
1971,1899-12-30 14:49:43,1,2,2,2023,January,4,54,Astoria,3,Regular,Brewed Chai tea,Morning Sunrise Chai,Tea,January,1,14,3,Wednesday
1972,1899-12-30 14:52:17,2,4,8,2023,January,4,40,Hell's Kitchen,8,Not Defined,Barista Espresso,Cappuccino,Coffee,January,1,14,3,Wednesday
1973,1899-12-30 14:53:17,2,4,7,2023,January,4,33,Lower Manhattan,5,Large,Gourmet brewed coffee,Ethiopia,Coffee,January,1,14,3,Wednesday
1974,1899-12-30 14:53:18,2,4,9,2023,January,4,59,Astoria,3,Large,Hot chocolate,Dark chocolate,Drinking Chocolate,January,1,14,3,Wednesday
1975,1899-12-30 14:53:18,1,4,4,2023,January,4,76,Astoria,3,Not Defined,Biscotti,Chocolate Chip Biscotti,Bakery,January,1,14,3,Wednesday
1976,1899-12-30 14:53:58,1,2,2,2023,January,4,22,Hell's Kitchen,8,Small,Drip coffee,Our Old Time Diner Blend,Coffee,January,1,14,3,Wednesday
1977,1899-12-30 14:55:28,2,3,5,2023,January,4,56,Hell's Kitchen,8,Regular,Brewed Chai tea,Spicy Eye Opener Chai,Tea,January,1,14,3,Wednesday
1978,1899-12-30 14:55:44,1,3,3,2023,January,4,30,Lower Manhattan,5,Large,Gourmet brewed coffee,Columbian Medium Roast,Coffee,January,1,14,3,Wednesday
1979,1899-12-30 14:58:07,1,3,3,2023,January,4,47,Astoria,3,Large,Brewed Green tea,Serenity Green Tea,Tea,January,1,14,3,Wednesday
